district_mukim,sample_size,avg_landsm,avg_floorsm,price_2021,price_2022,avg_pricePerct,location,types,source
Taman Tasik Indah,3.0,164.0,271.07,1000000 - 1320000,1000000 - 1350000,Stable,Mukim Batu,THREE STOREY TERRACE,2022/WP KL
Desa Aman,1.0,188.0,347.0,,1470000,ND,Mukim Kuala Lumpur,THREE STOREY TERRACE,2022/WP KL
Desa Seputeh,1.0,153.0,234.3,950000,900000,-5.263157894736842,Mukim Kuala Lumpur,THREE STOREY TERRACE,2022/WP KL
Kinrara Mas,1.0,160.0,267.81,1150000,1100000,-4.3478260869565215,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Laman Bayu @ Bukit Jalil,1.0,149.0,270.68,1250000 - 1350000,1230000,-5.384615384615385,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Mutiara Bukit Jalil,2.0,148.0,279.935,1050000 - 1530000,1170000 - 1330000,Stable,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Taman Impian Indah (Paragon Height),2.0,174.0,293.84,1030000 - 1100000,1200000,11.888111888111888,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Taman Tasik Damai,9.0,146.81111111111113,229.7938888888889,878000 - 1350000,1000000 - 1300000,3.7841955664794353,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Taman Tasik Impian,5.0,178.5,329.737,1320000 - 2300000,1250000 - 1550000,-7.0522774327122155,Mukim Petaling,THREE STOREY TERRACE,2022/WP KL
Jalan Sentul,1.0,147.0,313.17,,980000,ND,Mukim Setapak,THREE STOREY TERRACE,2022/WP KL
Medan Idaman,4.0,149.5,235.72375000000002,975000 - 1000000,1000000 - 1160000,9.367088607594937,Mukim Setapak,THREE STOREY TERRACE,2022/WP KL
Taman Setiawangsa,2.0,137.0,144.065,900000,890000 - 915000,Stable,Mukim Setapak,THREE STOREY TERRACE,2022/WP KL
Sunway Montana,3.0,200.66666666666666,327.47,1830000,1800000 - 2100000,4.918032786885246,Mukim Setapak,THREE STOREY TERRACE,2022/WP KL
Desa Parkcity (The Mansions),2.0,298.0,658.66,5200000 - 6450000,5850000 - 7000000,6.860706860706861,Mukim Batu,THREE AND HALF STOREY TERRACE,2022/WP KL
Duta Tropika,1.0,194.0,524.76,,3650000,ND,Mukim Batu,THREE AND HALF STOREY TERRACE,2022/WP KL
Kiara Hills,2.0,196.0,493.86,,3100000 - 3380000,ND,Mukim Kuala Lumpur,THREE AND HALF STOREY TERRACE,2022/WP KL
Sri Bukit Persekutuan,1.0,224.0,451.58,2760000 - 3580000 ,3400000,7.255520504731862,FOUR STOREY TERRACE,FOUR STOREY TERRACE,2022/WP KL
Kampung Baru Jinjang Utara,1.0,243.0,193.20000000000002,600000,580000,-3.3333333333333335,Mukim Batu,SINGLE STOREY SEMI - DETACH,2022/WP KL
Million Garden,1.0,470.167,384.495,,1500000,ND,DOUBLE STOREY SEMI-DETACH,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Robson Heights,1.0,328.0,250.65,,2780000,ND,DOUBLE STOREY SEMI-DETACH,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Bukit Segambut,1.0,327.0,233.14999999999998,,1500000,ND,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Duta Nusantara,5.0,375.0,335.59,4400000,4200000 - 4500000,4.078740157480323,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Laman Residence,1.0,234.0,278.285,1325000 - 1325000,1500000,13.20754716981132,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Segambut Garden,1.0,463.0,492.985,,1500000,ND,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Sunway SPK Damansara,6.0,388.3333333333333,345.08,3200000 - 3300000,2930000 - 3750000,7.963917525773195,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Cuepacs,2.0,327.77549999999997,228.39,,1200000 - 1250000,ND,Mukim Batu,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Bangsar Baru,1.0,331.653,237.6845,,3398000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Damansara Endah,1.0,392.0,149.94,,2684000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Damansara Heights (Bukut Damansara),1.0,449.0,213.195,2850000 - 3800000,3000000,-6.735751295336784,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Kiara View,2.0,375.5,313.495,,2550000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Seri Beringin (Damansara Heights),2.0,403.0,270.495,,4500000 - 4700000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Desa,2.0,389.0,210.6275,,2219000 - 2280000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Mutiara,1.0,337.0,280.46500000000003,,2539000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Rakyat,1.0,325.0,224.26999999999998,,1300000,ND,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Tun Dr Ismail,1.0,378.196,230.545,2280000 - 3150000,2650000,-4.007244736246321,Mukim Kuala Lumpur,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Alam Sutera,1.0,297.0,244.145,1500000,1660000,10.666666666666668,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Bandar Baru Sri Petaling,2.0,378.5,232.345,1825000 - 3000000,1628000 - 3000000,-3.2473867595818753,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Bukit Indah,2.0,461.5,204.205,1800000,1680000 - 1900000,Stable,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Happy Garden,2.0,367.512,377.6975,,1350000 - 2500000,ND,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Jalil Sutera,1.0,297.0,239.30900000000003,,1700000,ND,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Overseas Union Garden,2.0,508.5,322.72249999999997,2500000,2400000 - 2700000,Stable,Mukim Petaling,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Ibu Kota,1.0,325.15,275.27,950000 - 1350000,1250000,8.695652173913043,Mukim Setapak,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Setiawangsa,1.0,279.0,233.94,2000000,2200000,10,Mukim Setapak,DOUBLE STOREY SEMI-DETACH,2022/WP KL
Taman Bukit Segar,1.0,417.0,273.135,1700000 - 2500000,2350000,8.294930875576037,Mukim Kuala Lumpur,TWO AND HALF STOREY SEMI - DETACH,2022/WP KL
Taman Segar,1.0,527.0,296.3275,,3400000,ND,Mukim Kuala Lumpur,TWO AND HALF STOREY SEMI - DETACH,2022/WP KL
Bukit Jalil,1.0,399.0,392.23,3200000,3000000,-6.25,Mukim Petaling,TWO AND HALF STOREY SEMI - DETACH,2022/WP KL
Taman Bukit Manda'Rina,2.0,284.5,287.12,2150000,1850000 - 1900000,-12.790697674418606,Mukim Petaling,TWO AND HALF STOREY SEMI - DETACH,2022/WP KL
Taman Yarl,1.0,333.0,252.32500000000002,,1775000,ND,Mukim Petaling,TWO AND HALF STOREY SEMI - DETACH,2022/WP KL
Mutiara Seputeh,1.0,297.0,354.425,3200000,3580000,11.875,THREE STOREY SEMI - DETACH,THREE STOREY SEMI - DETACH,2022/WP KL
Tijani Bukit Tunku,1.0,343.0,384.295,4300000,3900000,-9.30232558139535,THREE STOREY SEMI - DETACH,THREE STOREY SEMI - DETACH,2022/WP KL
Vasana 25 (Seputeh),1.0,593.0,616.365,,6650000,ND,THREE STOREY SEMI - DETACH,THREE STOREY SEMI - DETACH,2022/WP KL
Amarin Kiara,1.0,288.0,391.515,,4200000,ND,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Anjung Tiara,1.0,291.0,363.855,2388000 - 2550000,2250000,-8.869987849331713,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Desa Park City (Levenue),2.0,290.5,332.3125,3220000 - 3500000,3300000 - 3800000,6.287425149700598,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Laman Residence,4.0,314.0,352.385,1100000 - 2000000,1350000 - 2050000,5.185185185185185,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Laman Rimbunan,4.0,260.75,277.23625000000004,1760000 - 2950000,1830000 - 2800000,-2.424160891009138,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Lumina Kiara,1.0,232.0,360.67999999999995,,4050000,ND,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
The Serai,1.0,301.0,340.075,,2980000,ND,Mukim Batu,THREE STOREY SEMI - DETACH,2022/WP KL
Bayu Segar,2.0,351.0,332.6875,3200000,3200000,Stable,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Beringin Residence Townhouse,1.0,274.0,360.19,,4680000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Bukit Kiara Residences,1.0,381.0,310.48,,2950000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Damansara Heights (Bukit Damansara),1.0,564.0,477.63,,5400000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Danau Desa,1.0,382.0,254.925,,2600000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Desa Aman,1.0,208.0,269.13,1480000 - 1780000,1700000,4.294478527607362,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Idamansara,1.0,145.0,374.775,,5650000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Kiara View,1.0,499.0,427.925,,3600000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
"Kiara View, Sg. Penchala Rezab Melayu",1.0,420.0,484.72,,3300000,ND,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Serene Kiara,1.0,334.0,369.62,2850000 - 3100000,3150000,6.179775280898882,Mukim Kuala Lumpur,THREE STOREY SEMI - DETACH,2022/WP KL
Salak South Garden,2.0,269.5,290.9625,1650000,1400000 - 1500000,-12.121212121212121,Mukim Petaling,THREE STOREY SEMI - DETACH,2022/WP KL
Taman Tasik Damai,4.0,370.625,414.14875000000006,2100000 - 2900000,2400000 - 2760000,5.132833787465946,Mukim Petaling,THREE STOREY SEMI - DETACH,2022/WP KL
Off Jalan Kelang Lama,1.0,417.0,404.275,,3253000,ND,THREE AND HALF STOREY SEMI - DETACH,THREE AND HALF STOREY SEMI - DETACH,2022/WP KL
Mesra Terrace,1.0,95.0,345.51,,1918000,ND,Mukim Batu,FOUR STOREY SEMI - DETACH,2022/WP KL
Kampung Datok Keramat,1.0,302.0,114.645,510000,480000,-5.88235294117647,SINGLE STOREY DETACHED,SINGLE STOREY DETACHED,2022/WP KL
Kampung Pandan,2.0,698.0,244.51999999999998,,690000 - 750000,ND,Mukim Ampang,SINGLE STOREY DETACHED,2022/WP KL
Jalan Ipoh,1.0,720.811,162.2,,1609000,ND,Mukim Batu,SINGLE STOREY DETACHED,2022/WP KL
Kampung Baru Jinjang Utara,4.0,251.0,163.51625,410000 - 620000,430000 -  570000,Stable,Mukim Batu,SINGLE STOREY DETACHED,2022/WP KL
Taman Batu Muda,1.0,223.0,154.265,,630000,ND,Mukim Batu,SINGLE STOREY DETACHED,2022/WP KL
Kampung Cheras Baru,1.0,372.0,146.32,,650000,ND,Mukim Kuala Lumpur,SINGLE STOREY DETACHED,2022/WP KL
Kampung Baru Salak Selatan,3.0,409.1133333333333,139.835,370000 - 700000,480000 - 630000,-4.761904761904755,Mukim Petaling,SINGLE STOREY DETACHED,2022/WP KL
United Garden (Taman Lee Yan Lian),1.0,681.62,144.875,,1700000,ND,Mukim Petaling,SINGLE STOREY DETACHED,2022/WP KL
Kampung Baru Jinjang Utara,1.0,254.0,113.81,,450000,ND,Mukim Batu,ONE AND HALF STOREY DETACHED,2022/WP KL
Taman P Ramlee  (Taman Furlong),1.0,476.0,241.75,,1500000,ND,Mukim Setapak,ONE AND HALF STOREY DETACHED,2022/WP KL
Desa Putri,1.0,378.0,335.84000000000003,,1550000,ND,TWO  STOREY DETACHED,TWO  STOREY DETACHED,2022/WP KL
Federal Hill,1.0,1128.024,398.18,,5200000,ND,TWO  STOREY DETACHED,TWO  STOREY DETACHED,2022/WP KL
Robson Heights,1.0,449.172,863.855,,7130000,ND,TWO  STOREY DETACHED,TWO  STOREY DETACHED,2022/WP KL
Duta Nusantara,3.0,600.0,453.24,7800000,7700000 - 8200000,2.564102564102564,Mukim Batu,TWO  STOREY DETACHED,2022/WP KL
Kepong Garden,1.0,418.0,224.08,1850000,2100000,13.513513513513514,Mukim Batu,TWO  STOREY DETACHED,2022/WP KL
Laman Serene Mont Kiara,1.0,1099.0,510.87,,7000000,ND,Mukim Batu,TWO  STOREY DETACHED,2022/WP KL
Bukit Bandaraya Area F,3.0,653.9543333333332,288.3766666666667,3680000 - 7000000,3830000 - 6250000,Stable,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Damansara Heights (Bkt Damansara),11.0,720.5991818181819,320.4077272727272,3100000 - 8800000,4300000 - 7300000,5.39903231657674,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Desa Seputeh,2.0,594.0,323.9425,5100000 - 5630000,4320000 - 6300000,Stable,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Kiara Hills,1.0,695.0,798.0,6980000,6800000,-2.5787965616045847,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Lucky Garden (Jalan Bangsar),1.0,658.0,340.84999999999997,,4500000,ND,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Masera Bukit Segar,1.0,1219.0,863.165,7500000,8400000,12,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taynton View,7.0,656.0457142857142,533.9371428571429,2300000 - 3300000,1860000 - 2900000,-5.785246876859013,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Cheras (Yulek Heights),2.0,418.05,302.43,1750000 - 1800000,1700000 - 2100000,7.042253521126761,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Desa,1.0,656.0,185.51999999999998,,3300000,ND,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Duta,2.0,1657.9,304.905,,5000000,ND,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Midah,2.0,490.0,267.3325,1650000 - 3180000,2050000 - 2350000,-8.902691511387163,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Seputeh,1.0,468.03,188.86499999999998,,2230000,ND,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Taman Tun Dr Ismail,5.0,630.0226,335.06860000000006,2250000 - 8800000,4300000 - 6500000,6.845151953690297,Mukim Kuala Lumpur,TWO  STOREY DETACHED,2022/WP KL
Bukit Indah,1.0,422.0,299.54,,2150000,ND,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Kampung Baru Salak Selatan,1.0,230.671,361.53999999999996,,650000,ND,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Overseas Union Garden,3.0,856.6666666666666,373.1133333333333,,2330000 - 3500000,ND,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Taman Alam Damai,1.0,947.63,323.76500000000004,2700000,2950000,9.25925925925926,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Taman Sri Cendekia (Taman Connaught),1.0,717.0,266.815,,2200000,ND,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Taman Tan Yew Lai,1.0,714.0,297.98,2100000,2300000,9.523809523809524,Mukim Petaling,TWO  STOREY DETACHED,2022/WP KL
Taman Setiawangsa,1.0,661.0,321.90000000000003,,3500000,ND,Mukim Setapak,TWO  STOREY DETACHED,2022/WP KL
Desa Park City,1.0,719.0,647.2950000000001,,8800000,ND,Mukim Batu,TWO AND HALF STOREY DETACHED,2022/WP KL
Kiara Hills,3.0,752.3333333333334,740.3333333333334,,6500000 - 7150000,ND,Mukim Kuala Lumpur,TWO AND HALF STOREY DETACHED,2022/WP KL
Taman Bukit Segar,1.0,704.0,349.7515,,4180000,ND,Mukim Kuala Lumpur,TWO AND HALF STOREY DETACHED,2022/WP KL
Taman Bukit Tiara,1.0,729.0,499.98,,6700000,ND,Mukim Kuala Lumpur,TWO AND HALF STOREY DETACHED,2022/WP KL
Taman Tun Dr Ismail,1.0,557.4,438.435,,4500000,ND,Mukim Kuala Lumpur,TWO AND HALF STOREY DETACHED,2022/WP KL
Casa Limini,1.0,492.0,612.165,,3900000,ND,THREE STOREY DETACHED,THREE STOREY DETACHED,2022/WP KL
Sri Bukit Persekutuan,1.0,719.0,399.84999999999997,,6000000,ND,THREE STOREY DETACHED,THREE STOREY DETACHED,2022/WP KL
Aman Kiara,1.0,684.0,371.5,4900000,5000000,Stable,Mukim Batu,THREE STOREY DETACHED,2022/WP KL
Hartamas Height,2.0,1017.5,990.34,,10000000 - 11500000,ND,Mukim Batu,THREE STOREY DETACHED,2022/WP KL
Kenny Hill,1.0,2324.337,1114.892,10600000,10500000,Stable,Mukim Batu,THREE STOREY DETACHED,2022/WP KL
Villa Mont Kiara,1.0,491.0,612.5,6400000,6000000,-6.25,Mukim Batu,THREE STOREY DETACHED,2022/WP KL
Bukit Bandaraya Area F,1.0,896.0,520.795,,6400000,ND,Mukim Kuala Lumpur,THREE STOREY DETACHED,2022/WP KL
Taynton View,1.0,586.0,655.08,2300000 - 2480000,2360000,Stable,Mukim Kuala Lumpur,THREE STOREY DETACHED,2022/WP KL
Alam Sutera,2.0,762.0,754.835,5000000,4400000,-12,Mukim Petaling,THREE STOREY DETACHED,2022/WP KL
Bukit Jalil,2.0,751.0,537.3299999999999,3500000 - 5400000,4000000 - 5500000,6.741573033707865,Mukim Petaling,THREE STOREY DETACHED,2022/WP KL
Desa Petaling,1.0,237.0,351.21000000000004,,2500000,ND,Mukim Petaling,THREE STOREY DETACHED,2022/WP KL
Taman Bukit Manda'Rina,1.0,617.0,415.095,,3500000,ND,Mukim Petaling,THREE STOREY DETACHED,2022/WP KL
Jalan Maktab Area,1.0,471.0,441.12,,3000000,ND,Mukim Setapak,THREE STOREY DETACHED,2022/WP KL
Wangsa Melawati,1.0,398.0,431.475,3150000,3200000,Stable,Mukim Setapak,THREE STOREY DETACHED,2022/WP KL
Bukit Bandaraya Area F,1.0,838.515,480.049,,7800000,ND,Mukim Kuala Lumpur,THREE AND HALF STOREY DETACHED,2022/WP KL
The Ara,1.0,153.0,330.5,2800000 - 3300000,3500000,13.146551724137925,Mukim Kuala Lumpur,THREE AND HALF STOREY DETACHED,2022/WP KL
Bandar Tun Abd Razak (Kampung Konggo),4.0,92.975,89.4475,220000 - 360000,255000 - 350000,2.9166666666666665,Mukim Kuala Lumpur,SINGLE STOREY CLUSTER,2022/WP KL
Taman Bringin,4.0,60.5,74.54,260000 - 380000,275000 - 380000,Stable,Mukim Batu,DOUBLE STOREY CLUSTER,2022/WP KL
Bandar Tun Abd Razak (Kampung Konggo),1.0,91.0,139.355,350000,350000,Stable,Mukim Kuala Lumpur,DOUBLE STOREY CLUSTER,2022/WP KL
Setapak Jaya,6.0,56.02766666666667,65.01833333333335,200000 - 270000,190000 - 310000,-2.7865961199294573,Mukim Setapak,DOUBLE STOREY CLUSTER,2022/WP KL
Taman Datuk Senu,2.0,45.0,53.33,240000 - 310000,220000 - 280000,-9.288824383164005,Mukim Setapak,DOUBLE STOREY CLUSTER,2022/WP KL
Setapak Jaya,1.0,58.0,81.38,,235000,ND,Mukim Setapak,TWO AND HALF STOREY CLUSTER,2022/WP KL
Setapak Jaya,4.0,72.5,81.38,230000 - 350000,240000 - 390000,4.872389791183294,Mukim Setapak,THREE AND HALF STOREY CLUSTER,2022/WP KL
Flat DBKL Jalan Hang Tuah,2.0,,42.0,100000,8500 - 126000,5.5,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
PKNS Flat(Jalan Raja Muda Musa),1.0,,78.0,,450000,ND,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
PPR Pudu Ulu,1.0,,60.0,,170000,ND,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Pudu Impian 1,3.0,,62.0,160000 - 185000,190000,6.08272506082725,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rancangan Perumahan Sentul  Fasa 3,2.0,,49.0,150000,145000 - 150000,Stable,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rumah Pangsa Jalan Loke Yew,2.0,,44.0,75000,65000 - 81000,-2.66666666666667,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Miharja,1.0,,54.0,220000 - 273000,250000,2.5010250102501,RUMAH PANGSA /FLAT KOS  RENDAH,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Desa Pandan,3.0,,67.0,230000 - 300000,260000 - 270000,Stable,Mukim Ampang,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Metro Prima - Mutiara Magna,10.0,,62.8,175000 - 220000,173000 - 230000,Stable,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Metro Prima - Suria Magna,1.0,,59.0,180000 - 210000,200000,3.62694300518135,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
PJNS Flat Jalan Kuching (Taman Sri Delima ),1.0,,38.0,,100000,ND,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rimbunan Melati,4.0,,61.0,,185000 - 250000,ND,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Aman Putra,2.0,,67.0,,190000 - 206000,ND,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Batu,1.0,,51.2,150000,145000,-3.33333333333333,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Batu Permai,2.0,,56.87,130000 - 165000,145000,-3.33333333333333,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Fadason,1.0,,65.0,195000 - 220000,210000,Stable,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Intan Baiduri,2.0,,51.0,110000 - 138000,125000 - 133000,6.08552631578947,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Jinjang Baru,2.0,,51.0,145000 - 190000,150000,-11.2426035502959,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Sejahtera,3.0,,51.0,,130000 - 155000,ND,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Sri Bintang,4.0,,61.0,240000,220000 - 240000,-5.72916666666667,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Sri Murni Low Cost Flat,3.0,,49.0,90000 - 150000,98000 - 125000,-4.05594405594406,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Wilayah Selayang,2.0,,56.5,100000 - 170000,145000 - 160000,14.018691588785,Mukim Batu,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Bukit Anggerik,1.0,,56.0,100000 - 120000,125000,13.6363636363636,Mukim Cheras,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Bukit Cheras,3.0,,48.0,154000 - 170000,150000 - 162000,-6.47773279352226,Mukim Cheras,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
PKNS Ulu Kelang,1.0,,55.0,210000 - 220000,220000,2.32558139534884,Mukim Hulu Kelang,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Bangunan Sri Lempah,5.0,,51.8,148000 - 215000,160000 - 200000,5.24238026124819,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Bukit Mewah (Taman Seri Bahtera),3.0,,57.0,175000,145000 - 190000,-3.8095238095238,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Desa Pantai Flat,4.0,,57.0,150000 - 250000,160000  - 250000,Stable,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Midah Ria Apartment,2.0,,52.0,155000 - 220000,150000 - 200000,-5.81270182992465,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Pantai Indah,1.0,,61.0,230000,220000,-4.34782608695652,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Perumahan Rakyat Pantai Permai,2.0,,60.39,220000 - 260000,215000 - 250000,-5.15043345232024,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
PPR Kerinchi Lembah Pantai,1.0,,60.0,200000,200000,Stable,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Ppr Taman Mulia,1.0,,52.0,,170000,ND,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rumah Pangsa Cheras Ria (Taman Cheras Utama),7.0,,53.0,117000 - 180000,120000 - 175000,-2.41635687732342,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rumah Pangsa Kos Rendah Kasturi,2.0,,61.0,195000 - 220000,190000 - 207000,-4.33734939759036,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Rumahpangsa Cheras,3.0,,51.0,130000 - 190000,170000 - 180000,6.265664160401,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Segar Ria,4.0,,61.0,158000 - 200000,160000 - 200000,2.24089635854342,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Sri Penara,7.0,,60.0,195000 - 280000,190000 - 280000,Stable,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Sri Shamelin,1.0,,57.0,220000,193000,-12.2727272727273,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Teratak Muhibbah,2.0,,56.0,160000 - 180000,150000 - 167000,-8.55769230769231,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Bukit Angkasa (Taman Angkasapuri Flat),5.0,,65.0,220000 - 270000,220000 - 300000,4.65116279069768,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Bukit Angkasa (Phase II),2.0,,64.0,,240000 - 250000,ND,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
Taman Cheras (Yulek Heights),7.0,,75.0,200000 - 230000,180000 - 310000,-3.25581395348837,Mukim Kuala Lumpur,RUMAH PANGSA /FLAT KOS  RENDAH,2022/WP KL
