Store,Address,state
99 SPEEDMART SDN BHD (SELAYANG BARU 2) - 1656,"NO: 1 & 2, JLN 11-B SELAYANG BARU 68100 BATU CAVES SELANGOR",SELANGOR
EVERWIN HYPERMARKET SDN BHD,NO.2 GROUND & 1ST FLOOR LORONG LING KAI CHENG 12A 96000 SIBU SARAWAK,SARAWAK
PASARAYA MATAHARI (USJ 1),"NO. 1-3, 1-3A, 1-5, 1-6 & 1-7, RESIDENSI THE EDGE, PERSIARAN USJ 1 UEP SUBANG JAYA 47600 SUBANG JAYA SELANGOR",SELANGOR
SEGI FRESH BANDAR ENSTEK,"PT 14352 G - 14357 G, JALAN PUSAT NIAGA KLIA 1 NILAI 71800 NILAI NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (KOMPLEKS DARUL QIYAM) - 3311,"LOT 10,11,12,13, K1 & K2 (GROUND FLOOR), KOMPLEKS DARUL QIYAM, JALAN PERUMAHAN KERAJAAN BAZAAR DARUL, 06050 BUKIT KAYU HITAM KEDAH",KEDAH
TUNAS MANJA SDN BHD (KUANTAN AIRPORT),"A23-A33, GROUND FLOOR, JALAN PANDAN PERDANA 1/6 26070 KUANTAN PAHANG",PAHANG
NIRWANA MAJU SDN BHD - CAW DUNGUN,"LOT 1572, MUKIM KUALA DUNGUN JALAN YAHYA AHMAD 23000 DUNGUN TERENGGANU",TERENGGANU
KELUARGA BETONG,"SUBLOT NO. 1 (SURVEY LOT 1470) PARENT LOT 558, BETONG TOWN DISTRICT 95700 BETONG SARAWAK",SARAWAK
PASAR RAYA DESA SEGAR (KUALA TERENGGANU),"LOT 1927, 1928 & 1929, BANGUNAN PERKASA, MUKIM GELUGOR KEDAI, JALAN KUALA BERANG, KAMPUNG PENGADANG BARU, 21400 KUALA TERENGGANU TERENGGANU",TERENGGANU
KK SHOPPING CENTRE,"11, JALAN BESAR KUALA KLAWANG 71600 JELEBU NEGERI SEMBILAN",NEGERI SEMBILAN
MY MART GOLDEN GLOBE (SEGGARANG) SDN BHD,NO 4 TO 9 JLN SENGGARANG IMPIAN 1 TMN SENGGARANG IMPIAN 83200 SENGGARANG JOHOR,JOHOR
MILIMEWA SUPERSTORE (KENINGAU 1),BLOCK C/3 LOT 9/12 JALAN MASAK 89007 KENINGAU SABAH,SABAH
MU SUPERFRESH PERDANA,LOT 27 BLOK D TINGKAT BAWAH BANDAR PERDANA BATU 7 JALAN AIRPORT 90000 SANDAKAN SABAH,SABAH
YS MART,"LOT NO 8 DAN NO 9 BLOK A, MEMBAKUT JAYA 89709 BONGAWAN, SABAH 89709 BONGAWAN SABAH",SABAH
MYDIN WHOLESALE EMPORIUM PEKAN,"NO 1-5, LOT 14, SEKSYEN 7 JALAN ENGKU MUDA MANSOR 26600 PEKAN PAHANG",PAHANG
BIG 10 FRESHMART (PARIT BAKAR),"NO. 1,3,5,7,9 TINGKAT BAWAH & SATU, DAN NO. 11 TINGKAT SATU JALAN INDAH 1, TAMAN PARIT BAKAR INDAH, JALAN TEMENGGONG AHMAD 84000 MUAR JOHOR",JOHOR
PASARAYA ZEN VISTA - KULIM,"5-9, JALAN WAJA INDAH, TAMAN WAJA INDAH, 09000 KULIM 09000 KULIM KEDAH",KEDAH
YEU HONG,"LOT 21, BLOCK 20, TINJAR LAND DISTRICT BARAM 98058 MIRI SARAWAK",SARAWAK
PASAR MINI SINAR GEMILANG (RAMBAI UTAMA),NO.63 JALAN RU 7 TAMAN RAMBAI UTAMA 75250 MELAKA MELAKA,MELAKA
99 SPEEDMART SDN BHD (KAMPUNG MANGARIS) - SBH 27121,NT SERIAL NO. 224100903 KG MANGARIS JLN KOTA BELUD – KUDAT 98100 KOTA MARUDU SABAH,SABAH
PANTAI TIMOR SHOPPING CENTRE SDN BHD - JERTEH,"LOT 4125-4136, JALAN ZAINAL ABIDIN 22000 JERTEH TERENGGANU",TERENGGANU
WANG FATT COLDSTORAGE,"NO 36, LOT 719, 2S-TRH, ELO 8 NEW BAKI BAZAAR AREA, SERIAN 94700 SERIAN SARAWAK",SARAWAK
LONGWAN - KULIM,"NO.91-94, JALAN LUNAS, TAMAN SERI SELADANG & SELADANG EMAS, 09000 LUNAS, KEDAH. 09000 KULIM KEDAH",KEDAH
ECO-SHOP TANJUNG RAMBUTAN,"NO.59, 61 & 63 GROUND FLOOR SUNGAI CHOH 10 TANJUNG PERDANA 31250 TANJUNG RAMBUTAN PERAK",PERAK
TUNAS MANJA SDN BHD (HILL PARK),"NO 5-15, JLN PINANG 4/1, BANDAR HILL PARK 42300 PUNCAK ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN SRI PUTRI) - 2260,"NO: 769 & 770 (GROUND FLOOR), JALAN SRI PUTRI 2 TAMAN PUTRI KULAI FASA 2 KAMPUNG MASJID LAMA 81000 KULAI JOHOR",JOHOR
EMART (SABAH) SDN BHD - BUNDUSAN,"SALES GALLERY 360 BUNDUSAN, JALAN TAMAN FARMOSA 88300 BUNDUSAN SABAH",SABAH
ECONSAVE CASH & CARRY (RU) SDN BHD (RAJA UDA),"NO.1, LORONG TERAS JAYA 6, KAW PERNIAGAAN TERAS JAYA 13400 BUTTERWORTH PENANG",PENANG
TRELEAF MART (PAGAR BESI),"MPKT 9155, 9155A, 9155B, 9155C, 9155D, KAMPUNG PAGAR BESI, BATU RAKIT, KUALA NERUS 21020 KUALA NERUS TERENGGANU",TERENGGANU
EVERRISE DEPARTMENTAL STORE (VIVACITY) SDN BHD,"PARCEL NO.LG – SM, LOWER GROUND, VIVACITY MEGAMALL, JALAN WAN ALWI 93350 KUCHING SARAWAK",SARAWAK
GAMA SUPERMARKET,"WISMA GAMA, NO. 1, JALAN DATO KERAMAT, 10150 GEORGETOWN, PULAU PINANG 10150 GEORGETOWN PENANG",PENANG
TAQWA FRESH MART,"NO 6 BLOK K, FASA 2 BANDAR CENDERAWASIH, 91150 LAHAD DATU 91150 LAHAD DATU SABAH",SABAH
99 SPEEDMART SDN BHD (BDR ENSTEK) - 1695,"NO: 4 & 5, JALAN TIMUR 6/1A, MERCATO @ ENSTEK 71760 BANDAR ENSTEK NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (TAMBUNAN TOWN) - SBH 16417,"LOT NO. 4 & 5, BLOCK F TAMBUNAN NEW TOWNSHIP PHASE IV 89650 TAMBUNAN SABAH",SABAH
HOME U (M) SDN BHD - PENGKALAN CHEPA,S/36 LOT 1745 CABANG TIGA PENGKALAN CHEPA 16100 KOTA BHARU KELANTAN,KELANTAN
PASARAYA SERAI MUTIARA (LAPANGAN JAYA) SDN BHD,"13486, KG KUALA RUI, 33300 GERIK, PERAK 33300 GERIK PERAK",PERAK
PASARAYA BS TANJUNG GEMUK SDN BHD,"NO. SH 16, 17, 18 & 19, JALAN SEHALA, TAMAN WAWASAN 1, TANJUNG GEMUK 26820 KUALA ROMPIN PAHANG",PAHANG
PASAR MINI KELUARGA BEKENU SDN. BHD.,LOT 29 BEKENU BAZAAR SIBUTI 98150 BEKENU SARAWAK,SARAWAK
NSK TRADE CITY (NUSAJAYA) SDN BHD,"LOT G-01, PUSAT KOMERSIAL SUNWAY MARKETPLACE, PERSIARAN MEDINI 6, SUNWAY ISKANDAR, BANDAR MEDINI ISKANDAR 79250 ISKANDAR PUTERI JOHOR",JOHOR
99 SPEEDMART SDN BHD (TAMAN SRI PAGOH) - 1950,NO: 13 & 15 (GROUND FLOOR) JALAN SRI PAGOH 1/1 TAMAN SRI PAGOH 84600 PAGOH JOHOR,JOHOR
99 SPEEDMART SDN BHD (TAMAN TANGGA BATU PERDANA) - 1719,NO: 11 & 13 JLN SERI BUANA 2 TMN TANGGA BATU PERDANA 76400 TANJUNG KLING MELAKA,MELAKA
GS MART (KUKUP LAUT),NO 11-G & 13- G JALAN ZAMRUD 1 PUSAT DAGANGAN KUKUP 82300 KUKUP JOHOR,JOHOR
99 SPEEDMART SDN BHD (MEDAN MAJU JAYA) - 2659,"NO: 5 & 7 (GROUND FLOOR), JALAN MJ /7 MEDAN MAJU JAYA, PJ SELATAN KAMPUNG MASJID LAMA 46000 PETALING JAYA SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (LAYANG-LAYANG) - 2079,NO: 26 & 28 (GROUND FLOOR) JALAN BUNGA RAYA 4 PEKAN LAYANG-LAYANG BARU 81850 LAYANG-LAYANG JOHOR,JOHOR
PASARAYA ECONJAYA (KUALA KRAI),LOT 126 - 131 JALAN CHIN HWA 18000 KUALA KRAI KELANTAN,KELANTAN
ECONSAVE CASH & CARRY (BK) SDN BHD (SHAH ALAM),"NO.2,PT 45233 JALAN SUNGAI KERANJI M32/M SEKSYEN 32 40460 SHAH ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (SRI MANJA2) - 1721,"NO 1, JALAN PJS 3/32, TAMAN SRI MANJA, 6 1/2 MILES, JALAN KLANG LAMA, 46000 PETALING JAYA SELANGOR",SELANGOR
PASARAYA SUPERMAS (BESUT),"PT 5183, KAMPONG GONG KEPAS KAMPUNG RAJA 22200 BESUT TERENGGANU",TERENGGANU
ECONO EXPRESS (MACALLUM),"NO.42B-G-14 42B-G-15 42B-G-16, MACALLUM STREET CHAUT 10300 PULAU PINANG PENANG",PENANG
99 SPEEDMART SDN BHD (TAMAN PAYA DALAM) - 2376,NO: 15 & 17 (GROUND FLOOR) JALAN TPD 1 TAMAN PAYA DALAM 75460 BUKIT LINTANG MELAKA,MELAKA
ECO-SHOP SIPITANG,"LOT 1,2,3,4 (GROUND & FIRST FLOOR) BLOCK E SIPITANG COMMERCIAL CENTRE 89850 SIPITANG SABAH",SABAH
99 SPEEDMART SDN BHD (TMN BKT BENDERA) - 2118,"NO : 40 & 42 (GROUND FLOOR), JALAN BENDERA MAHKOTA, TAMAN BUKIT BENDERA, 28400 MENTAKAB PAHANG",PAHANG
99 SPEEDMART SDN BHD (BANDAR BARU ENDAU) - 2908,"NO: 4117 (GROUND FLOOR) JALAN PERISAI 1 JALAN DATO MOHD ALI, BANDAR BARU ENDAU 86900 ENDAU JOHOR",JOHOR
99 SPEEDMART SDN BHD (TMN PERTAMA) - 1752,"NO: 8 & 10, JALAN BUNGA MATAHARI, TAMAN PERTAMA FASA 4, 45200 SABAK BERNAM SELANGOR",SELANGOR
SERVAY EXPRESS - SEKM,GRD FLR KIMANIS CENTRO JLN KIMANIS 88300 KIMANIS SABAH,SABAH
TUNAS MANJA SUPERMARKET (DUNGUN) SDN BHD,PUSAT PERNIAGAAN SURAGATE PT 18086 - PT 18090 MUKIM KUALA DUNGUN 23000 DUNGUN TERENGGANU,TERENGGANU
99 SPEEDMART SDN BHD (SIMPANG POINT) - 2565,"NO: TN 204 & TN 205 (GROUND FLOOR) SIMPANG POINT, JALAN SIMPANG 4 SIMPANG AMPAT 78000 ALOR GAJAH MELAKA",MELAKA
99 SPEEDMART SDN BHD (TMN SRI CAHAYA) - 2809,"NO: 26 & 27 (GROUND FLOOR), JALAN 1, TAMAN SRI CAHAYA, 45600 BESTARI JAYA SELANGOR",SELANGOR
SEGI FRESH SABAK BERNAM,"PT 46 (GF), 47 (GF), 48 (GF) & 50 (GF) JALAN MERPATI, TAMAN BERJAYA 45200 SABAK BERNAM SELANGOR",SELANGOR
KT ISMA SOLUTION,"NO.8, BANGUNAN PAKS, TAMAN AGRO RANTAU MANIS 18300 GUA MUSANG KELANTAN",KELANTAN
SUPER SEVEN TRADE CENTRE (CENTRUM MALL KAJANG),"R-LG-1, CENTRUM MALL, JALAN IKRAM-UNITEN, TAMAN UNIPARK SURIA, 43000 KAJANG SELANGOR",SELANGOR
ECO-SHOP MATANG MALL,SECTION 65 KUCHING TOWN LAND DISTRICT JALAN MATANG 93050 KUCHING SARAWAK,SARAWAK
TUNAS MANJA SUPERMARKET SDN BHD (TG LUMPUR),"NO. 10-18, PT 91952-PT 91960 JALAN TANJUNG LUMPUR 26060 KUANTAN PAHANG",PAHANG
GOOD LUCK TRADING COMPANY,"KEDAI SEDCO, BLOK C, LOT NO 7, P.O BOX 12, 89957 NABAWAN 89957 NABAWAN SABAH",SABAH
99 SPEEDMART SDN BHD (KG BARU) - SBH 26821,"CL. NO.035311614 KG BARU, KOTA BELUD JALAN KG BARU 89157 P89157 KOTA BELUD SABAH",SABAH
SAMA MAJU TRADING SDN BHD (BEAUFORT),"LOT 6,7&8 GROUND FLOOR, BLOCK A, BEAUFORT SQUARE AVENUE 2 JALAN BINUNUK 89800 BEAUFORT SABAH",SABAH
LOTUSS (KOTA BHARU),"LOT 1828, SEKSYEN 17 BANDAR KOTA BHARU 15050 KOTA BHARU KELANTAN",KELANTAN
EZANY SYAMIL ENTERPRISE,"NO. 31, SIMPANG TIGA, JALAN BAGAN DATOH 36100 BAGAN DATOH PERAK",PERAK
ECO-SHOP TAIPING,"LOT 5820, JALAN SIMPANG 34000 TAIPING PERAK",PERAK
99 SPEEDMART SDN BHD (PANDAMARAN) - 1046,"NO. 153 & 155, JALAN CHAN AH CHOO, PANDAMARAN, 42000 PELABUHAN KLANG SELANGOR",SELANGOR
LOTUSS AMAN CENTRAL,"LOTUSS AMAN CENTRAL LG-01, LOWER GROUND FLOOR AMAN CENTRAL, NO. 1 AMAN CENTRAL 05100 ALOR SETAR KEDAH",KEDAH
99 SPEEDMART SDN BHD (TMN YAYASAN)-1884,"NO: 11 & 12 (GROUND FLOOR), JALAN BISTARI 4/9 TAMAN YAYASAN 85010 SEGAMAT JOHOR",JOHOR
EVERWIN SUPERMART SDN BHD,LOT 767 - 776 BLOCK 15 G.L.D LORONG BELIAN 2A & 4A SELANGAU 96000 SIBU SARAWAK,SARAWAK
MYDIN MART (BALAKONG JAYA),"NO 9,11, 13 & 15 JALAN BALAKONG JAYA 2 TAMAN BALAKONG JAYA,SERI KEMBANGAN 43300 KAJANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (BUKIT TINGGI 2) - 1063,"NO.15 & 17,LORONG BATU NILAM 34C BANDAR BUKIT TINGGI BANDAR SETIA ALAM 41200 KLANG SELANGOR",SELANGOR
HIRMAN MAJU ENTERPRISE,"LOT 704, J&K KAMPUNG SEBERANG PASIR MAS JALAN PASIR MAS SALOR 15100 KOTA BHARU KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (DANGI) - 2198,NO: 33-B & 33-C (GROUND FLOOR) JALAN BESAR PEKAN DANGI 73100 JOTAL NEGERI SEMBILAN,NEGERI SEMBILAN
TMG MART SDN BHD (PUCHONG UTAMA),"NO. 1,3,5,7,9,11,13,15 & 17 JALAN PU 13/3 2.982900868594226, 101.60863035381455 TAMAN PUCHONG UTAMA 47140 PUCHONG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TAMAN SERI PELANGI) - 1652,"SP 1206 & SP 1207 JALAN SERI PELANGI 1 TAMAN SERI PELANGI, SG PETAI 78000 ALOR GAJAH MELAKA",MELAKA
99 SPEEDMART SDN BHD (SRI PETALING 4) - 2494,"NO :81 (GROUND FLOOR), JALAN RADIN BAGUS, BANDAR SRI PETALING, 57000 KUALA LUMPUR SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (PEKAN SG PELEK) - 1222,"NO: 77 & 78, JALAN BESAR, PEKAN SUNGAI PELEK, 43950 SUNGAI PELEK SELANGOR",SELANGOR
PASARAYA WAN MIE 3,"LOT 2769, KEDAI KANGKONG 17040 PASIR MAS KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (PEKAN RANTAU) - 2012,NO : 60 & 61 (GROUND FLOOR) JALAN BESAR PEKAN RANTAU 71200 RANTAU NEGERI SEMBILAN,NEGERI SEMBILAN
KK SUPER MART (ALOR GAJAH),"4630, JALAN SAMARINDA 1, TAMAN SAMARINDA 78000 ALOR GAJAH MELAKA",MELAKA
NIRWANA MAJU (TONGKANG PECHAH) SDN BHD,"LOT 1111, BATU 5, JALAN TONGKANG PECHAH 83010 BATU PAHAT JOHOR",JOHOR
SERVAY EXPRESS - SETR,LOT 5-7 JALAN KG.BATANGAN 89200 TUARAN SABAH,SABAH
DMART SEGI KERATONG 03,DMART FELDA KERATONG 03 BANDAR TUN RAZAK 26900 BANDAR TUN RAZAK PAHANG,PAHANG
CKS SUPERMARKET TUARAN,"LOT 68, LORONG CKS PLAZA, PLAZA CKS TUARAN, KAMPUNG TUTOH JALAN TUARAN 89208 TUARAN SABAH",SABAH
99 SPEEDMART SDN BHD (TMN MERU INDAH) - 1124,"NO: 39A, JALAN MERU INDAH 1, TAMAN MERU INDAH, 42200 KAPAR KLANG SELANGOR",SELANGOR
GIANT HYPERMARKET GHKG (KLANG),"LOT 83191-83192, PERSIARAN BATU NILAM, BANDAR BUKIT TINGGI, PANDAMARAN 43000 KLANG SELANGOR",SELANGOR
LOTUSS (PENANG EGATE),"LOTUS'S PENANG EGATE 1, LEBUH TENGKU KUDIN 1 11700 JELUTONG PENANG",PENANG
DARO FRESH MART,"LOT 1145, G/F, JALAN DATUK PENGIRAN HIPNI 96200 DARO SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN BEDONG JAYA)-2621,NO: 165A & 166A (GROUND FLOOR) JALAN RAYA BEDONG TAMAN BEDONG JAYA 08100 BEDONG KEDAH,KEDAH
ECO-SHOP PANTAI CENANG,PT562 (SEBAHAGIAN LOT LAMA 2628 KAMPUNG BOHOR TEMPOYAK 59200 LANGKAWI KEDAH,KEDAH
99 SPEEDMART SDN BHD (SASARAN2) - 1772,"NO: 237, JALAN BESAR SASARAN, SUNGAI BULOH, 45800 JERAM SELANGOR",SELANGOR
PASARAYA ECONO (KUBUR PANJANG),LOT.PT 82[H.S(M)76] & LOT.PT 83[H.S(M)77] PEKAN KUBUR PANJANG 06700 PENDANG KEDAH,KEDAH
ISHAH BINTONG ENTERPRISE (FZ MART),"NO 22 & 24 JALAN BINTONG MEWAH SATU,TAMAN BINTONG MEWAH, 01000 KANGAR,PERLIS 01000 KANGAR PERLIS",PERLIS
MYDIN SUPERMARKET SEMENYIH,"NO. 1, 3, 5, 7 & 9, JALAN PASAR BARU, 43500 SEMENYIH SELANGOR",SELANGOR
SELAMA FRESH & FROZEN FOOD MARKET,"NO. 7 JALAN MENTARI, LINTASAN RELAU 34100 SELAMA PERAK",PERAK
HOME MART FRESH & FROZEN SDN BHD - LUNAS,"920 – 929, JALAN MAKMUR 5, TAMAN MAKMUR 09600 LUNAS KEDAH",KEDAH
PASARAYA HOMEWIN ENTERPRISE SDN BHD,"NO. 20 - 23, JALAN NG CHIN KEE TAMAN SRI JAYA 84800 BUKIT GAMBIR JOHOR",JOHOR
PASARAYA ECONJAYA (KUALA KRAI),LOT 126 - 131 JALAN CHIN HWA 18000 KUALA KRAI KELANTAN,KELANTAN
99 SPEEDMART SDN BHD (SRI MANJA 1) - 1065,NO.11 & 13 JALAN PJS 3/48 TAMAN SRI MANJA 46000 PETALING JAYA SELANGOR,SELANGOR
ADAM AMG TRADING,"NO. 43, JALAN SARAWAK, TAMAN BUKIT JAYA, 02000 KUALA PERLIS 02000 KUALA PERLIS PERLIS",PERLIS
ST ROSYAM MART SDN BHD (JALAN KEBUN KLANG),LOT 15749 & LOT 15750 BATU 3 1/2 JALAN KEBUN KLANG BANDAR DIRAJA 41200 KLANG SELANGOR,SELANGOR
SYUHADA F&B (TANAH MERAH),"LOT KEDAI TINGKAT ATAS DAN BAWAH PT4959, 4961, 4962, TAMAN KOTA HARMONI 17500 TANAH MERAH KELANTAN",KELANTAN
LONGWAN - TAIPING,"NO.7-21, SUSUR SIMPANG,34700 SIMPANG,34700 TAIPING,PERAK 34700 TAIPING PERAK",PERAK
AEON BIG (JAYA ONE),"100-P2. 001 BLOCK J, THE SCHOOL, JAYA ONE NO.72A, JALAN UNIVERSITI 46200 PETALING JAYA SELANGOR",SELANGOR
PASAR MINI SABURTHAN,"LOT 326, BANGGOL PASIR 34850 CHANGKAT JERING PERAK",PERAK
LOTUSS (KULIM),"NO. 386, JALAN LEMBAH IMPIANA 9 LEMBAH IMPIANA 3 09000 KULIM KEDAH",KEDAH
99 SPEEDMART SDN BHD (BANDAR PUTERI) - 1035,"NO. 39, LORONG SANGGUL 1A BANDAR PUTERI 42000 KLANG SELANGOR",SELANGOR
ECONSAVE CASH & CARRY (SE) SDN BHD (ALAM MEGAH),"NO. 2A, 6, 8, 10, 12, 12A, 16, JALAN TELUK KAPAS N27/N SENTRAL 27, SEKSYEN 27 40470 SHAH ALAM SELANGOR",SELANGOR
PASARAYA ECONO (BATU KURAU),"NO.10, SUSUR KURAU MUTIARA TAMAN KURAU MUTIARA 34500 BATU KURAU PERAK",PERAK
ECONSAVE CASH & CARRY (SLR) SDN BHD (SLIM RIVER),"NO 1, PUSAT PERNIAGAAN SLIM PERDANA JALAN PERDANA 1 35800 SLIM RIVER PERAK",PERAK
BILLION SHOPPING CENTRE (SRI MANJUNG) SDN BHD - LUMUT,"NO: 5260 & 5261, MUKIM LUMUT 32040 MANJUNG PERAK",PERAK
SYAFINIE WHOLESALE MART SDN BHD (LUNDANG),S58/1477-A JALAN DATO LUNDANG 15200 KOTA BAHRU KELANTAN,KELANTAN
99 SPEEDMART SDN BHD (JENGKA) - 2513,"NO: K-03 & K-03A (GROUND FLOOR), LORONG TARBP 6, TUN ABDUL RAZAK BUSINESS PARK, 26400 BANDAR PUSAT JENGKA PAHANG",PAHANG
HELYN ENTERPRISE - SAPULUT,KG. LOTONG TALANGKAI 89957 SAPULUT SABAH,SABAH
ECONSAVE CASH & CARRY (SR) SDN BHD (SMPG RENGGAM),LOT 1209 JALAN AIR HITAM 86200 SIMPANG RENGGAM JOHOR,JOHOR
ECONSAVE CASH & CARRY (KP) SDN BHD (KAPAR),14-22 JALAN RAJA MOKHTAR 4 PEKAN KAPAR 42200 KAPAR SELANGOR,SELANGOR
LBG SOON SENG SDN BHD,"LOT 2117, 2118, 2119, 2120, BANGUNAN BANGKITA JALAN PANDANARAN 98700 LIMBANG, SARAWAK. 98700 LIMBANG SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (SIMPANG POINT) - 2565,"NO: TN 204 & TN 205 (GROUND FLOOR) SIMPANG POINT, JALAN SIMPANG 4 SIMPANG AMPAT 78000 ALOR GAJAH MELAKA",MELAKA
EHSAN SEGI BANDAR MAHKOTA KAJANG,"NO. 6G & 7G, JALAN BM 7/20, BANDAR BUKIT MAHKOTA, 43000 KAJANG SELANGOR",SELANGOR
AEON BIG (KUANTAN),LEVEL 2 EAST COAST MALL JALAN PUTRA SQUARE 6 PUTRA SQUARE SEKSYEN 32 40460 25200 KUANTAN PAHANG,PAHANG
CHEE SENG (LABIS),"22-24, JALAN IBRAHIM, LABIS, 85300 SEGAMAT JOHOR",JOHOR
SERVAY EXPRESS - SETL,"NT 043201556, KG DUNGUN TIMBOK OFF JALAN TAMBALANG 89200 TUARAN SABAH",SABAH
99 SPEEDMART SDN BHD (SPRINGHILL 1) - 1717,NO 48 JALAN SPRINGHILL 9/1 BANDAR SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN
FAMILY W GROCER (LING KAI CHENG),"GROUND FLOOR, SUBLOT 10-14 (SURVEY LOT 1620-1624) LORONG LING KAI CHENG 14B 96000 SIBU SARAWAK",SARAWAK
MU SUPERFRESH PERDANA,LOT 27 BLOK D TINGKAT BAWAH BANDAR PERDANA BATU 7 JALAN AIRPORT 90000 SANDAKAN SABAH,SABAH
118 FRESHMART (SIMPANG PELANGAI),"NO: 1729, KAMPUNG SEMERTING, SIMPANG PELANGAI 28740 BENTONG PAHANG",PAHANG
SERVAY EVERGREEN SDN BHD - SJTNK,"LOT NO 1&2, LOCATED AT BATU 27, KENINGAU-TENOM ROAD IN THE DISTRICT OF KENINGAU 89000 KENINGAU SABAH",SABAH
ECONSAVE CASH & CARRY (PJ) SDN BHD (PERMAS JAYA),"LOT 385, 2112 & 2114 JALAN PERMAS UTARA 1 BANDAR PERMAS JAYA 81750 MASAI JOHOR",JOHOR
MEMPAGA FRESH SDN BHD (BENTA),"NO 26, TINGKAT ATAS DAN BAWAH TAMAN DESA BENTA JALAN DESA BENTA 2 27300 BENTA PAHANG",PAHANG
99 SPEEDMART SDN BHD (BATANG KALI2) - 1495,"NO : 67 & 69, JLN MERANTI 1, BDR UTAMA, 44300 BATANG KALI SELANGOR",SELANGOR
AEON BIG (KLUANG),"LOT 1284 MUKIM KLUANG DAERAH KLUANG NO.72A, JALAN UNIVERSITI 86000 JOHOR JOHOR",JOHOR
ECONO EXPRESS (SUNGAI ARA),"NO. 1022, GROUND FLOOR, JALAN DATO ISMAIL HASHIM SUNGAI ARA 11900 BAYAN LEPAS PENANG",PENANG
99 SPEEDMART SDN BHD (TAMAN SERI BAYU) - 2104,NO: 5A & 9 (GROUND FLOOR) JALAN SERI BAYU 2/1 TAMAN SERI BAYU 2 86200 SIMPANG RENGGAM SELANGOR,SELANGOR
PASARAYA KAWAN KITA (AMANJAYA),"NO 197&198, JALAN MELOR 1/6,BANDAR AMANJAYA,08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI KEDAH",KEDAH
BEE GAR TRADING SDN. BHD.,"NO. 28 & 29, JALAN HILIR PASAR 17500 TANAH MERAH KELANTAN",KELANTAN
CHOP SIN SENG,"NO. 17 & NO. 18, PASAR BARU SIMUNJAN 94800 SIMUNJAN SARAWAK",SARAWAK
TRUZ GLOBAL FRESH MART (JL MART),"JL MART NO.F13, KM 36, BATU 23 36200 SELEKOH PERAK",PERAK
STHAMIN SUPERMARKET (KUNAK),"LOT 15-LOT 20, KUNAK HIGHWAY, COMMERCIAL NEW TOWNSHIP, NOSTYN, 91207 KUNAK 91207 KUNAK SABAH",SABAH
KK SUPER MART (PUSAT BANDAR KUALA KANGSAR),"NO.97, JALAN KANGSAR, PUSAT BANDAR 33000 KUALA KANGSAR PERAK",PERAK
SEGI FRESH (DENGKIL),"SEGI FRESH DENGKIL G-03, G-2A & G-05, JALAN DENGKIL CENTRE POINT TAMAN DENGKIL CENTRE POINT 43800 DENGKIL SELANGOR",SELANGOR
PASARAYA ECONO LABU BESAR,"NO.438,439 & 440, TAMAN SENA LABU BESAR 09010 KULIM KEDAH",KEDAH
99 SPEEDMART SDN BHD (TMN SRI UTAMA)-2643,NO: 25 & 26 (GROUND FLOOR) LORONG LINDUNGAN 2 TAMAN SRI UTAMA 08300 GURUN KEDAH,KEDAH
C-MART (ALOR SETAR),LOT 92 JALAN ISTANA KUNING 05000 ALOR SETAR KEDAH,KEDAH
PASARAYA JAYA GADING (TG. LUMPUR),LOT 36634 TANJUNG LUMPUR 25730 KUANTAN PAHANG,PAHANG
ECONO JAYA (SIK),"NO.1, 2 & 3, TINGKAT BAWAH JALAN BUNGA RAYA KOMPLEKS PERNIAGAAN BUNGA RAYA 08000 SIK KEDAH",KEDAH
SELANDAR HALMART ENTERPRISE,JC 4935 JALAN SELANDAR JAYA 1 TAMAN SELANDAR JAYA 77500 SELANDAR MELAKA,MELAKA
TRELEAF MART (BUKIT PAYONG),"LOT 10066-10068, KUBANG TANJUNG, BUKIT PAYONG, 21400 MARANG TERENGGANU",TERENGGANU
MYDIN MART KAJANG,"7-12, JALAN JELOK 6 43000 KAJANG SELANGOR",SELANGOR
WAN STOP MINI MART (LGK),"NO. 233, KG. SUNGAI ITAU, MUKIM AYER HANGAT, 07000 LANGKAWI, KEDAH 07000 LANGKAWI KEDAH",KEDAH
99 SPEEDMART SDN BHD (NUSA PUNCAK) - 2764,"NO: 7 (GROUND FLOOR), JALAN NUSA PUNCAK 1 TAMAN NUSA PUNCAK 81550 GELANG PATAH JOHOR",JOHOR
MDS MART (TATAU) SDN BHD,"LOT 471, BLOCK 22, BUAN LAND DISTRICT 97000 BINTULU SARAWAK",SARAWAK
